BID,batteryCapacity,batteryType,curState,grant,manufacturer,mileage_max,model,numCharge,region,startDate,totalDistance,type,warranty_distance,warranty_year
23536,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,184,Jeju,2017-3-26,943644513,sedan,200000,10
10076,7.25,BEV,inspection,450,Dechang,60.8,danigo,696,Seoul,2013-5-29,350491115,compact,150000,5
20730,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,560,Jeju,2013-8-17,647767158,sedan,140000,5
9873,33.18,BEV,using,1091,BMW,208.2,i3_18,691,JeonBuk,2013-7-20,137614910,sedan,100000,8
8068,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,504,Jeju,2014-8-18,634020908,sedan,200000,10
12775,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,628,Seoul,2017-1-25,639628622,sedan,140000,5
22889,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,651,JeonBuk,2014-2-21,981593912,sedan,100000,6
9071,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,197,Jeju,2015-5-20,385046468,sedan,140000,5
18995,26.64,PHEV,using,839,Renault,135.0,sm3_17,157,Jeju,2016-7-29,191235095,sedan,140000,7
18000,60.9,PHEV,using,1200,GM,303.2,Volt_ev,699,Seoul,2015-5-19,417501393,sedan,160000,8
11884,30.0,HEV,using,1027,Kia,179.6,soul_18,173,Jeju,2014-7-23,908969548,sedan,160000,10
11815,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,422,Jeju,2013-9-25,78010283,sedan,140000,7
19438,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,56,Gwangju,2017-5-26,144762827,sedan,140000,5
4546,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,42,GyeongBuk,2016-6-25,176670407,sedan,140000,5
1019,6.77,BEV,manufacture,450,Renault,60.8,twizy,251,Gyunggi,2013-3-22,61110253,compact,120000,7
19104,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,114,Jeju,2015-8-25,1628990755,sedan,200000,10
23840,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,359,Jeju,2017-4-18,566346643,sedan,200000,10
7372,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,321,Seoul,2016-5-29,1286980341,sedan,140000,7
25875,16.4,BEV,manufacture,706,Kia,91.0,ray_18,166,Gyunggi,2014-9-28,102730607,sedan,120000,6
17712,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,336,Incheon,2017-1-22,1175979261,sedan,200000,10
16994,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,491,Daejeon,2014-6-26,845349129,sedan,200000,10
3807,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,499,Jeju,2015-4-17,959518992,sedan,140000,5
10860,26.64,PHEV,using,839,Renault,135.0,sm3_17,485,Jeju,2013-1-18,185851729,sedan,140000,7
1190,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,65,GyeongBuk,2016-6-23,1781796821,sedan,200000,10
25094,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,97,Jeju,2014-9-27,83710755,sedan,140000,5
20583,18.8,BEV,inspection,807,BMW,132.0,i3_17,592,Seoul,2013-1-27,954001138,sedan,100000,8
9117,60.9,PHEV,using,1200,GM,303.2,Volt_ev,255,Gyunggi,2016-1-24,1517390316,sedan,160000,8
18615,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,690,JeonNam,2017-8-22,45557462,sedan,140000,5
10635,7.25,BEV,manufacture,450,Dechang,60.8,danigo,642,Seoul,2015-5-30,1480051891,compact,150000,5
12015,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,166,Seoul,2017-7-18,279653047,sedan,140000,5
17969,23.76,BEV,inspection,849,Nissan,132.8,LEAF,430,Jeju,2015-6-27,829649514,sedan,100000,6
25830,7.25,BEV,using,450,Dechang,60.8,danigo,139,Gyunggi,2015-2-28,753985380,compact,150000,5
24207,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,444,Jeju,2017-4-30,397336634,sedan,100000,6
23510,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,88,Daegu,2013-7-23,1575679237,sedan,200000,10
1750,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,374,Seoul,2014-5-28,1049522598,sedan,200000,10
21171,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,240,Jeju,2017-8-28,1013521693,sedan,200000,10
14570,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,309,Seoul,2015-6-25,152204387,sedan,140000,5
4,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,592,Gwangju,2016-6-24,680711748,sedan,140000,5
5153,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,54,Seoul,2017-6-27,441642599,sedan,140000,5
9028,23.76,BEV,inspection,849,Nissan,132.8,LEAF,571,JeonNam,2017-4-21,378123814,sedan,100000,6
18453,6.77,BEV,waiting,450,Renault,60.8,twizy,142,Gyunggi,2013-1-21,460024928,compact,120000,7
20558,7.25,BEV,using,450,Dechang,60.8,danigo,619,Seoul,2015-8-30,1305294965,compact,150000,5
6151,33.18,BEV,inspection,1091,BMW,208.2,i3_18,48,Seoul,2017-2-28,503916481,sedan,100000,8
24777,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,206,Gyunggi,2013-4-17,604054255,sedan,200000,10
13901,6.77,BEV,manufacture,450,Renault,60.8,twizy,397,Jeju,2014-3-28,1174550445,compact,120000,7
23816,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,609,Jeju,2014-1-26,79154459,sedan,160000,8
1933,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,561,Jeju,2016-5-27,1652811612,sedan,200000,10
22680,7.25,BEV,manufacture,450,Dechang,60.8,danigo,144,Jeju,2013-9-23,993866984,compact,150000,5
323,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,287,Gyunggi,2014-1-26,541639602,sedan,140000,5
7027,23.76,BEV,inspection,849,Nissan,132.8,LEAF,627,Jeju,2014-9-22,685136044,sedan,100000,6
8992,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,109,Gyunggi,2013-9-22,434473068,sedan,140000,5
3773,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,101,Seoul,2017-9-26,346970236,sedan,200000,10
20358,6.77,BEV,waiting,450,Renault,60.8,twizy,156,Busan,2013-8-26,589942152,compact,120000,7
11657,101.5,BEV,waiting,1200,Tesla,424.0,modelP_100d,20,GyeongNam,2015-1-23,472821321,sedan,140000,5
6029,23.76,BEV,waiting,849,Nissan,132.8,LEAF,273,Jeju,2015-3-23,267666045,sedan,100000,6
14559,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,162,Daegu,2016-3-19,272860972,sedan,140000,5
21429,39.24,HEV,manufacture,1200,Hyundai,254.2,Kona_economic,512,Jeju,2013-8-22,294115731,sedan,200000,10
1463,35.94,PHEV,using,1017,Renault,212.7,sm3_18,91,JeonNam,2015-6-29,1298909978,sedan,140000,7
10242,23.76,BEV,using,849,Nissan,132.8,LEAF,140,Gyunggi,2016-6-20,409235468,sedan,100000,6
4281,16.4,BEV,manufacture,706,Kia,91.0,ray_18,699,ChungBuk,2014-9-25,347671442,sedan,120000,6
17113,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,502,Jeju,2013-8-27,726167516,sedan,140000,5
10311,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,447,Seoul,2014-3-30,248118097,sedan,100000,8
22145,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,211,GyeongBuk,2013-5-18,292215111,sedan,140000,5
1710,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,598,GyeongBuk,2014-8-18,280256151,sedan,140000,5
24407,26.64,PHEV,using,839,Renault,135.0,sm3_17,299,Daegu,2015-5-17,896730537,sedan,140000,7
12617,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,316,Jeju,2015-2-30,890518318,sedan,160000,8
8298,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,161,GyeongNam,2017-6-18,701017642,sedan,140000,7
10742,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,434,Gyunggi,2014-6-17,729893948,sedan,100000,8
23295,6.77,BEV,manufacture,450,Renault,60.8,twizy,39,Seoul,2013-6-24,667621928,compact,120000,7
8744,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,690,Jeju,2016-9-23,1023688486,sedan,140000,7
23863,18.8,BEV,inspection,807,BMW,132.0,i3_17,554,Jeju,2013-7-25,747869127,sedan,100000,8
25679,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,629,GyeongNam,2013-6-23,567528491,sedan,160000,8
24866,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,670,Gyunggi,2014-9-27,537773199,sedan,160000,10
6403,18.8,BEV,using,807,BMW,132.0,i3_17,526,Gyunggi,2017-3-22,408728467,sedan,100000,8
14622,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,60,Jeju,2014-5-27,1335224969,sedan,160000,8
2544,30.0,HEV,inspection,1027,Kia,179.6,soul_18,198,GyeongBuk,2013-9-30,1041548462,sedan,160000,10
20893,26.64,PHEV,using,839,Renault,135.0,sm3_17,147,Gyunggi,2014-7-27,679135633,sedan,140000,7
10286,30.0,HEV,inspection,1027,Kia,179.6,soul_18,110,Seoul,2017-7-28,869036719,sedan,160000,10
9380,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,131,JeonNam,2013-9-27,179737762,sedan,200000,10
9011,284.7,BEV,manufacture,1200,Tesla,359.5,modelS_75d,400,Seoul,2013-5-29,439375248,sedan,140000,5
928,33.18,BEV,waiting,1091,BMW,208.2,i3_18,142,Jeju,2013-3-29,758974854,sedan,100000,8
4057,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,446,Jeju,2015-4-26,771821959,sedan,140000,7
3017,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,159,Seoul,2013-8-28,1386793301,sedan,140000,7
24728,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,161,Gyunggi,2016-8-19,1321404550,sedan,160000,8
1203,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,285,Seoul,2013-2-23,734041012,sedan,160000,8
11463,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,247,Jeju,2014-4-29,565913445,sedan,140000,7
25261,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,599,GyeongNam,2015-1-25,1911762767,sedan,200000,10
9497,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,128,Busan,2013-9-28,1004917998,sedan,140000,5
8345,6.77,BEV,using,450,Renault,60.8,twizy,517,Seoul,2013-3-26,921265631,compact,120000,7
2808,87.5,BEV,using,1200,Tesla,378.5,modelS_90d,213,Incheon,2014-1-21,438176663,sedan,140000,5
8093,35.94,PHEV,using,1017,Renault,212.7,sm3_18,308,Seoul,2013-1-29,513789020,sedan,140000,7
4331,33.18,BEV,inspection,1091,BMW,208.2,i3_18,152,Jeju,2015-3-19,344256054,sedan,100000,8
21269,16.4,BEV,using,706,Kia,91.0,ray_18,403,Incheon,2016-1-22,613670507,sedan,120000,6
25619,30.0,HEV,inspection,1027,Kia,179.6,soul_18,699,Seoul,2016-2-29,443168755,sedan,160000,10
10566,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,276,Daegu,2013-5-30,362445721,sedan,140000,5
8359,30.0,HEV,waiting,1027,Kia,179.6,soul_18,638,Jeju,2013-9-25,161926342,sedan,160000,10
16955,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,28,Seoul,2017-9-22,1451946323,sedan,200000,10
5404,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,521,JeonNam,2017-3-22,545019285,sedan,200000,10
5187,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,41,Gyunggi,2013-3-24,1189742926,sedan,200000,10
23860,28.0,PHEV,inspection,1126,Hyundai,200.1,ionic_2018,153,Jeju,2017-2-24,1581869374,sedan,200000,10
4626,26.64,PHEV,using,839,Renault,135.0,sm3_17,231,Jeju,2015-1-25,1271337903,sedan,140000,7
16594,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,606,Seoul,2015-3-25,1369334738,sedan,160000,10
17221,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,251,Gyunggi,2013-5-21,452357078,sedan,140000,5
18601,35.94,PHEV,manufacture,1017,Renault,212.7,sm3_18,657,Jeju,2017-3-28,125734964,sedan,140000,7
12514,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,181,Jeju,2015-3-20,27186402,sedan,160000,8
23797,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,611,Busan,2017-4-26,1139219274,sedan,200000,10
20782,23.76,BEV,using,849,Nissan,132.8,LEAF,51,GyeongBuk,2017-9-17,345476788,sedan,100000,6
24039,16.4,BEV,using,706,Kia,91.0,ray_18,181,GyeongBuk,2013-1-24,300300114,sedan,120000,6
7541,30.0,HEV,using,1027,Kia,179.6,soul_18,396,Jeju,2014-8-24,958118112,sedan,160000,10
5380,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,537,Jeju,2016-3-27,1161823065,sedan,140000,5
12787,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,390,Gyunggi,2017-5-24,180917844,sedan,140000,5
11759,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,507,Jeju,2017-6-20,1088528575,sedan,140000,5
9332,7.25,BEV,manufacture,450,Dechang,60.8,danigo,656,Seoul,2017-4-25,280634043,compact,150000,5
9575,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,659,Busan,2017-4-24,683359391,sedan,200000,10
16610,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,59,GyeongNam,2015-5-19,948974880,sedan,140000,5
9379,30.0,HEV,waiting,1027,Kia,179.6,soul_18,688,Seoul,2014-9-20,1025967634,sedan,160000,10
14856,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,511,Busan,2015-5-29,815826513,sedan,140000,7
17451,16.4,BEV,waiting,706,Kia,91.0,ray_18,501,Jeju,2016-2-21,537152574,sedan,120000,6
18947,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,463,GyeongNam,2016-5-24,138240555,sedan,160000,10
4114,33.18,BEV,waiting,1091,BMW,208.2,i3_18,38,Incheon,2014-4-28,253655838,sedan,100000,8
23066,33.18,BEV,waiting,1091,BMW,208.2,i3_18,53,Jeju,2014-6-26,250068472,sedan,100000,8
3670,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,120,Seoul,2014-3-30,1944553708,sedan,200000,10
12627,6.77,BEV,waiting,450,Renault,60.8,twizy,95,Gyunggi,2017-4-28,134618156,compact,120000,7
11826,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,534,Seoul,2015-6-21,1529797351,sedan,200000,10
23325,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,320,Jeju,2015-9-27,1227315549,sedan,200000,10
10092,18.8,BEV,manufacture,807,BMW,132.0,i3_17,295,Jeju,2015-5-28,644258136,sedan,100000,8
1093,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,188,Jeju,2013-6-18,519365048,sedan,140000,7
11696,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,679,Daegu,2016-8-20,136814564,sedan,140000,7
10882,101.5,BEV,inspection,1200,Tesla,424.0,modelP_100d,243,Jeju,2017-5-22,1092473974,sedan,140000,5
1870,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,369,Jeju,2017-7-21,1561461958,sedan,200000,10
12738,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,330,Seoul,2013-6-23,1048856585,sedan,140000,7
19916,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,459,Gyunggi,2017-8-24,767149967,sedan,200000,10
13116,23.76,BEV,inspection,849,Nissan,132.8,LEAF,263,Seoul,2017-1-24,751538052,sedan,100000,6
3863,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,152,Jeju,2013-1-21,761020728,sedan,140000,5
14738,101.5,BEV,inspection,1200,Tesla,451.2,modelS_100d,603,Seoul,2013-7-22,741222833,sedan,140000,5
12917,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,198,Seoul,2016-9-24,922016310,sedan,140000,5
337,101.5,BEV,manufacture,1200,Tesla,424.0,modelP_100d,107,Jeju,2014-4-21,703310169,sedan,140000,5
12709,26.64,PHEV,inspection,839,Renault,135.0,sm3_17,435,Jeju,2016-3-29,461948529,sedan,140000,7
23324,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,499,Jeju,2017-6-18,669988622,sedan,140000,5
20159,30.0,HEV,using,1027,Kia,179.6,soul_18,339,Gyunggi,2015-1-18,1385766818,sedan,160000,10
13843,6.77,BEV,manufacture,450,Renault,60.8,twizy,63,Daegu,2014-4-28,283468565,compact,120000,7
16747,28.08,PHEV,waiting,1127,Hyundai,191.2,ionic_2017,436,Incheon,2017-5-18,1709404075,sedan,200000,10
7966,87.5,BEV,inspection,1200,Tesla,378.5,modelS_90d,525,Seoul,2013-4-26,548750154,sedan,140000,5
19598,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,448,Jeju,2017-2-23,1576936941,sedan,160000,10
25801,33.18,BEV,waiting,1091,BMW,208.2,i3_18,672,Seoul,2014-8-20,429970307,sedan,100000,8
20212,101.5,BEV,waiting,1200,Tesla,451.2,modelS_100d,515,Jeju,2016-3-22,1117230794,sedan,140000,5
14153,16.4,BEV,waiting,706,Kia,91.0,ray_18,254,ChungNam,2015-6-29,956937379,sedan,120000,6
8347,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,429,Seoul,2015-1-19,732109373,sedan,160000,8
14994,7.25,BEV,waiting,450,Dechang,60.8,danigo,218,Daegu,2017-7-27,1235693251,compact,150000,5
11705,33.18,BEV,using,1091,BMW,208.2,i3_18,607,Jeju,2013-9-22,645447586,sedan,100000,8
21878,18.8,BEV,using,807,BMW,132.0,i3_17,640,Seoul,2016-3-18,712738193,sedan,100000,8
1861,7.25,BEV,using,450,Dechang,60.8,danigo,284,Seoul,2016-5-26,1113211008,compact,150000,5
573,18.8,BEV,inspection,807,BMW,132.0,i3_17,284,Seoul,2016-9-18,785428203,sedan,100000,8
10291,101.5,BEV,using,1200,Tesla,424.0,modelP_100d,424,Seoul,2015-9-29,1102793705,sedan,140000,5
22090,33.18,BEV,using,1091,BMW,208.2,i3_18,647,GyeongNam,2017-9-21,902374000,sedan,100000,8
23898,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,260,Seoul,2017-7-21,1377722290,sedan,140000,5
13526,284.7,BEV,inspection,1200,Tesla,359.5,modelS_75d,495,Seoul,2014-4-20,88169970,sedan,140000,5
23835,26.64,PHEV,manufacture,839,Renault,135.0,sm3_17,618,Jeju,2016-7-22,955078598,sedan,140000,7
25385,60.9,PHEV,inspection,1200,GM,303.2,Volt_ev,490,Busan,2013-3-25,1048323204,sedan,160000,8
8127,23.76,BEV,waiting,849,Nissan,132.8,LEAF,490,Gwangju,2015-6-24,981381178,sedan,100000,6
20826,6.77,BEV,waiting,450,Renault,60.8,twizy,339,Daejeon,2013-9-19,826225580,compact,120000,7
5124,87.5,BEV,waiting,1200,Tesla,378.5,modelS_90d,486,Seoul,2017-2-18,1068503066,sedan,140000,5
2419,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,507,Seoul,2014-2-28,1953820783,sedan,200000,10
5162,7.25,BEV,manufacture,450,Dechang,60.8,danigo,196,Seoul,2016-1-18,1114358211,compact,150000,5
17764,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,666,ChungBuk,2013-4-22,465868608,sedan,140000,5
14842,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,662,ChungBuk,2016-2-21,1208258180,sedan,140000,5
17052,23.76,BEV,using,849,Nissan,132.8,LEAF,522,Jeju,2014-1-21,397396235,sedan,100000,6
14148,16.4,BEV,using,706,Kia,91.0,ray_18,519,Seoul,2015-8-18,75780512,sedan,120000,6
4162,35.94,PHEV,inspection,1017,Renault,212.7,sm3_18,395,Jeju,2015-7-22,799709881,sedan,140000,7
1633,33.18,BEV,manufacture,1091,BMW,208.2,i3_18,337,Jeju,2016-8-28,415359679,sedan,100000,8
15624,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,327,Seoul,2016-6-20,587554032,sedan,160000,10
23598,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,206,Jeju,2014-3-29,639808877,sedan,140000,5
1052,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,573,Daegu,2017-8-17,135058296,sedan,200000,10
25808,16.4,BEV,using,706,Kia,91.0,ray_18,599,GyeongNam,2013-8-30,434712774,sedan,120000,6
16856,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,85,Daegu,2017-2-18,1490919499,sedan,160000,8
18903,35.94,PHEV,waiting,1017,Renault,212.7,sm3_18,271,Jeju,2014-4-21,406370180,sedan,140000,7
22222,33.18,BEV,using,1091,BMW,208.2,i3_18,443,Jeju,2017-6-17,85638510,sedan,100000,8
9824,28.0,PHEV,manufacture,1126,Hyundai,200.1,ionic_2018,167,JeonNam,2017-2-26,1126856328,sedan,200000,10
19034,30.0,HEV,using,1027,Kia,179.6,soul_18,576,Jeju,2017-3-27,708059544,sedan,160000,10
3481,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,254,Jeju,2017-1-23,404710500,sedan,140000,5
17813,35.94,PHEV,using,1017,Renault,212.7,sm3_18,598,Gyunggi,2015-2-19,299455987,sedan,140000,7
8155,39.24,HEV,using,1200,Hyundai,254.2,Kona_economic,349,Gyunggi,2014-4-28,504087609,sedan,200000,10
15202,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,429,Jeju,2015-1-20,1594734401,sedan,160000,8
4961,6.77,BEV,using,450,Renault,60.8,twizy,288,Jeju,2016-1-19,323314168,compact,120000,7
9987,7.25,BEV,manufacture,450,Dechang,60.8,danigo,57,JeonNam,2014-1-17,390953001,compact,150000,5
4812,30.0,HEV,waiting,1027,Kia,179.6,soul_18,174,Seoul,2013-8-24,1490228479,sedan,160000,10
22064,6.77,BEV,inspection,450,Renault,60.8,twizy,666,ChungNam,2014-9-30,881828807,compact,120000,7
804,33.18,BEV,waiting,1091,BMW,208.2,i3_18,597,Jeju,2014-7-29,586441621,sedan,100000,8
15370,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,190,Jeju,2016-9-20,1328045081,sedan,140000,5
5594,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,160,Seoul,2014-9-23,1409210183,sedan,200000,10
24268,6.77,BEV,using,450,Renault,60.8,twizy,228,JeonNam,2013-3-28,928353160,compact,120000,7
14314,39.24,HEV,waiting,1200,Hyundai,254.2,Kona_economic,476,Gyunggi,2016-8-26,58827177,sedan,200000,10
10237,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,454,Jeju,2017-9-17,1252968764,sedan,140000,5
16464,33.18,BEV,inspection,1091,BMW,208.2,i3_18,251,Jeju,2013-3-28,719390645,sedan,100000,8
6740,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,131,JeonNam,2014-3-28,567223044,sedan,160000,10
16902,30.0,HEV,inspection,1027,Kia,179.6,soul_18,683,GyeongBuk,2014-8-18,7532472,sedan,160000,10
25841,18.8,BEV,inspection,807,BMW,132.0,i3_17,330,Seoul,2015-3-28,57453429,sedan,100000,8
16195,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,570,Seoul,2013-6-28,629240867,sedan,140000,5
7983,18.8,BEV,inspection,807,BMW,132.0,i3_17,180,Daejeon,2015-7-24,194126687,sedan,100000,8
9758,101.5,BEV,using,1200,Tesla,451.2,modelS_100d,445,Jeju,2017-4-18,689727496,sedan,140000,5
11607,23.76,BEV,using,849,Nissan,132.8,LEAF,624,Jeju,2013-3-21,922156576,sedan,100000,6
2547,28.08,PHEV,inspection,1127,Hyundai,191.2,ionic_2017,406,Daejeon,2015-9-20,372387629,sedan,200000,10
3922,284.7,BEV,waiting,1200,Tesla,359.5,modelS_75d,504,GyeongBuk,2015-7-21,21349407,sedan,140000,5
4327,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,528,GyeongNam,2017-1-18,516801344,sedan,200000,10
7969,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,223,Seoul,2014-2-22,1473183248,sedan,200000,10
494,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,101,JeonNam,2015-7-18,1802338040,sedan,200000,10
5382,16.4,BEV,manufacture,706,Kia,91.0,ray_18,23,Daegu,2013-3-26,367009637,sedan,120000,6
3089,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,466,Jeju,2014-2-23,733805084,sedan,140000,7
14071,16.4,BEV,using,706,Kia,91.0,ray_18,478,Jeju,2017-2-29,324327432,sedan,120000,6
12314,18.8,BEV,inspection,807,BMW,132.0,i3_17,324,Seoul,2016-3-30,679682046,sedan,100000,8
5314,30.0,HEV,waiting,1027,Kia,179.6,soul_18,614,Daegu,2016-1-23,783269099,sedan,160000,10
14919,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,419,Seoul,2014-4-27,232701064,sedan,140000,5
8198,33.18,BEV,waiting,1091,BMW,208.2,i3_18,181,Incheon,2017-8-20,540653805,sedan,100000,8
3706,33.18,BEV,waiting,1091,BMW,208.2,i3_18,158,Daegu,2016-2-19,231352069,sedan,100000,8
2109,26.64,PHEV,waiting,839,Renault,135.0,sm3_17,229,Gyunggi,2014-5-26,413532478,sedan,140000,7
16017,39.24,HEV,inspection,1200,Hyundai,254.2,Kona_economic,70,Jeju,2017-5-22,312865167,sedan,200000,10
3416,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,651,ChungNam,2015-4-24,31593830,sedan,160000,8
5739,284.7,BEV,using,1200,Tesla,359.5,modelS_75d,441,GyeongNam,2016-5-25,1385575838,sedan,140000,5
18327,16.4,BEV,using,706,Kia,91.0,ray_18,315,Gyunggi,2014-8-22,101847552,sedan,120000,6
7275,35.94,PHEV,using,1017,Renault,212.7,sm3_18,33,Gyunggi,2015-7-21,161727371,sedan,140000,7
11498,23.76,BEV,manufacture,849,Nissan,132.8,LEAF,306,Daejeon,2017-3-24,281916123,sedan,100000,6
20727,101.5,BEV,manufacture,1200,Tesla,451.2,modelS_100d,177,Daegu,2014-9-24,785505150,sedan,140000,5
3956,60.9,PHEV,waiting,1200,GM,303.2,Volt_ev,694,Daegu,2017-8-26,420064419,sedan,160000,8
204,87.5,BEV,manufacture,1200,Tesla,378.5,modelS_90d,105,Jeju,2015-5-24,1119926482,sedan,140000,5
15117,6.77,BEV,using,450,Renault,60.8,twizy,446,GyeongNam,2017-9-18,925725457,compact,120000,7
921,28.08,PHEV,using,1127,Hyundai,191.2,ionic_2017,336,Seoul,2014-8-19,172762705,sedan,200000,10
9842,6.77,BEV,waiting,450,Renault,60.8,twizy,498,Seoul,2013-8-26,860318260,compact,120000,7
25208,28.0,PHEV,using,1126,Hyundai,200.1,ionic_2018,618,Jeju,2013-5-27,1759943200,sedan,200000,10
15373,18.8,BEV,using,807,BMW,132.0,i3_17,147,JeonBuk,2014-6-25,341634790,sedan,100000,8
2789,28.0,PHEV,waiting,1126,Hyundai,200.1,ionic_2018,510,Daegu,2014-3-17,440556033,sedan,200000,10
12647,60.9,PHEV,manufacture,1200,GM,303.2,Volt_ev,577,Jeju,2016-1-19,566413475,sedan,160000,8
22915,30.0,HEV,manufacture,1027,Kia,179.6,soul_18,151,Jeju,2015-5-26,1470293405,sedan,160000,10
